edinet_code,sec_code,filer_name,corporate_number
E37902,5038,株式会社ｅＷｅＬＬ,1120001171257
E37911,9558,ジャパニアス株式会社,6020001036275
E37913,7388,株式会社ＦＰパートナー,8010001129227
E37926,5126,ポーターズ株式会社,1010401046887
E37950,5039,株式会社キットアライブ,6430001072262
E37957,9562,ビジネスコーチ株式会社,5010001092774
E37959,5129,株式会社ＦＩＸＥＲ,1010401084788
E37985,9563,Ａｔｌａｓ　Ｔｅｃｈｎｏｌｏｇｉｅｓ株式会社,8012401033578
E37986,5834,ＳＢＩリーシングサービス株式会社,4010401130688
E38007,9564,株式会社ＦＣＥ,5011101080339
E38008,5132,株式会社ｐｌｕｓｚｅｒｏ,7010901042439
E38036,5134,株式会社ＰＯＰＥＲ,8011001103683
E38072,5136,ｔｒｉｐｌａ株式会社,8012701013115
E38109,5574,株式会社ＡＢＥＪＡ,5011001091576
E38129,5527,株式会社ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏｌｏｇｉｅｓ,5011001137024
E38139,9340,株式会社アソインターナショナル,5010001035717
E38156,4892,株式会社サイフューズ,1010001140223
E38157,5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ株式会社,3011101065465
E38162,9337,株式会社トリドリ,6011001111250
E38163,5242,株式会社アイズ,3011001051128
E38167,7114,株式会社フーディソン,8010401104993
E38169,5246,株式会社ＥＬＥＭＥＮＴＳ,4011001098069
E38171,5138,株式会社Ｒｅｂａｓｅ,1010901034004
E38178,9339,株式会社コーチ・エィ,6010001075555
E38191,5247,株式会社ＢＴＭ,4010701025456
E38200,9342,株式会社スマサポ,1120001170275
E38205,5137,株式会社スマートドライブ,9010901033015
E38256,5248,株式会社テクノロジーズ,3010901034654
E38335,5257,ノバシステム株式会社,8120001046444
E38367,5250,ＧＭＯプライム・ストラテジー株式会社,2010401081974
E38443,7120,株式会社ＳＨＩＮＫＯ,7010501036634
E38452,9344,アクシスコンサルティング株式会社,5010001078311
E38453,4893,ノイルイミューン・バイオテック株式会社,1010001167340
E38460,5256,株式会社Ｆｕｓｉｃ,4290001023455
E38474,5252,日本ナレッジ株式会社,3010501010543
E38483,6225,株式会社エコム,2080401002321
E38491,5258,株式会社トランザクション・メディア・ネットワークス,7010001115847
E38512,5530,日本システムバンク株式会社,8210001002628
E38523,2962,株式会社テクニスコ,7010701006313
E38567,5572,株式会社Ｒｉｄｇｅ－ｉ,9010001177423
E38634,5533,株式会社エリッツホールディングス,2130001048932
E38645,5576,株式会社オービーシステム,5120001030401
E38654,5578,ＡＲアドバンストテクノロジ株式会社,2010001130058
E38662,5575,株式会社Ｇｌｏｂｅｅ,9011001100548
E38667,5532,株式会社リアルゲイト,2010401098366
E38682,5884,株式会社クラダシ,3011001100958
E38683,5582,株式会社グリッド,4010401084422
E38685,5579,株式会社ＧＳＩ,6430001032588
E38687,9159,株式会社Ｗ　ＴＯＫＹＯ,1010001168883
E38693,9165,株式会社クオルテック,5120101021226
E38695,7409,ＡｅｒｏＥｄｇｅ株式会社,4060001027529
E38716,5843,ニッポンインシュア株式会社,7290001022124
E38728,9163,株式会社ナレルグループ,1010401145895
E38755,5586,株式会社Ｌａｂｏｒｏ．ＡＩ,7010001174744
E38761,6209,リケンＮＰＲ株式会社,9010001238935
E38780,6224,株式会社ＪＲＣ,2120001044197
E38785,5581,株式会社カイテクノロジー,2010401122225
E38849,9330,株式会社揚羽,3010001133118
E38864,5587,株式会社インバウンドプラットフォーム,2011001107558
E38895,9168,株式会社ライズ・コンサルティング・グループ,5010401156815
E38898,3958,笹徳印刷株式会社,1180001069322
E38905,190A,Ｃｈｏｒｄｉａ　Ｔｈｅｒａｐｅｕｔｉｃｓ株式会社,1021001063330
E38906,9170,成友興業株式会社,5013101000994
E38919,5589,株式会社オートサーバー,2010001171804
E38949,5591,株式会社ＡＶＩＬＥＮ,1010501042976
E38957,5590,株式会社ネットスターズ,9010001141627
E38965,5592,株式会社くすりの窓口,7420001005379
E38969,9237,株式会社笑美面,9120001146301
E38985,4896,株式会社ケイファーマ,9010401128001
E39008,9236,ジャパンＭ＆Ａソリューション株式会社,3010701038434
E39114,5597,ブルーイノベーション株式会社,7010002053617
E39122,5599,Ｓ＆Ｊ株式会社,9010401079013
E39158,5870,株式会社ナルネットコミュニケーションズ,9010401147034
E39161,149A,株式会社シンカ,5010001158006
E39184,150A,株式会社ＪＳＨ,9010001174841
E39194,5621,株式会社ヒューマンテクノロジーズ,9010001144019
E39222,5892,株式会社ｙｕｔｏｒｉ,1020003014176
E39254,167A,リョーサン菱洋ホールディングス株式会社,8010001243688
E39259,166A,株式会社タスキホールディングス,8010401181579
E39268,130A,株式会社Ｖｅｒｉｔａｓ　Ｉｎ　Ｓｉｌｉｃｏ,4011001113744
E39273,168A,株式会社イタミアート,2260001008618
E39349,137A,Ｃｏｃｏｌｉｖｅ株式会社,4010401129383
E39367,142A,株式会社ジンジブ,8010401117310
E39377,138A,光フードサービス株式会社,6180001072619
E39382,135A,株式会社ＶＲＡＩＮ　Ｓｏｌｕｔｉｏｎ,3010001208381
E39397,153A,株式会社カウリス,7011101075345
E39405,155A,株式会社情報戦略テクノロジー,2011001059411
E39407,146A,コロンビア・ワークス株式会社,8011001094980
E39408,157A,グリーンモンスター株式会社,8011001096069
E39410,148A,株式会社ハッチ・ワーク,4010401098174
E39448,160A,株式会社アズパートナーズ,3010001090458
E39449,248A,株式会社キッズスター,6011001102514
E39473,156A,マテリアルグループ株式会社,8010401113771
E39483,147A,株式会社ソラコム,9011001102783
E39487,175A,株式会社Ｗｉｌｌ　Ｓｍａｒｔ,3010401103249
E39505,208A,株式会社構造計画研究所ホールディングス,5011201025607
E39640,194A,株式会社ＷＯＬＶＥＳ　ＨＡＮＤ,7010001199948
E39646,189A,株式会社Ｄ＆Ｍカンパニー,2120001194249
E39653,184A,株式会社学びエイド,4010001167800
E39662,195A,株式会社ＭＵＳＣＡＴ　ＧＲＯＵＰ,2011101076579
E39668,196A,株式会社ＭＦＳ,5010401082796
E39677,253A,株式会社ＥＴＳグループ,4013301053182
E39778,220A,株式会社Ｆａｂｅｒ　Ｃｏｍｐａｎｙ,5010401064118
E39788,218A,株式会社Ｌｉｂｅｒａｗａｒｅ,7040001096770
E39812,272A,株式会社グリーンクロスホールディングス,9290001107872
E39864,231A,Ｃｒｏｓｓ　Ｅホールディングス株式会社,3310001018107
E39903,247A,Ａｉロボティクス株式会社,8011001110465
E39906,241A,株式会社ＲＯＸＸ,4011001097376
E39920,242A,株式会社リプライオリティ,9010001128178
E39928,245A,株式会社ＩＮＧＳ,3011101052273
E39936,246A,株式会社アスア,7180001043783
E39945,259A,株式会社ケイ・ウノ,9180001005179
E39961,244A,グロースエクスパートナーズ株式会社,9010001118708
E39968,269A,株式会社Ｓａｐｅｅｔ,5010001174267
E40018,264A,株式会社Ｓｃｈｏｏ,3011001071002
E40034,263A,株式会社デジタルキューブ,7140001029282
E40058,265A,Ｈｍｃｏｍｍ株式会社,9020001096754
E40060,278A,Ｔｅｒｒａ　Ｄｒｏｎｅ株式会社,5011001109543
E40130,276A,ククレブ・アドバイザーズ株式会社,2010001202336
E40147,277A,グロービング株式会社,5011101079356
E40164,296A,令和アカウンティング・ホールディングス株式会社,6010001128817
E40223,303A,株式会社ｖｉｓｕｍｏ,2011001127358
E40398,325A,株式会社ＴＥＮＴＩＡＬ,9011001120604
E40399,330A,株式会社ＴａｌｅｎｔＸ,3010001192221
E40423,341A,株式会社トヨコー,2080101010566
E40429,338A,株式会社ＺｅｎｍｕＴｅｃｈ,9011001099070
E40439,603A,株式会社アイ・グリッド・ソリューションズ,3010001103145
E40448,339A,プログレス・テクノロジーズ　グループ株式会社,4010401153730
E40452,334A,株式会社ビジュアル・プロセッシング・ジャパン,9011001019532
E40500,402A,株式会社アクセルスペースホールディングス,1010001207963
E40505,350A,デジタルグリッド株式会社,4010001187063
E40512,377A,株式会社エージェントＩＧホールディングス,3011101112366
E40546,352A,株式会社ＬＯＩＶＥ,7430001038015
E40648,367A,プリモグローバルホールディングス株式会社,2010001214496
E40668,368A,株式会社北里,9010001108188
E40689,559A,梅乃宿酒造株式会社,8150001012402
E40729,547A,ムニノバホールディングス株式会社,5130001081939
E40748,391A,株式会社山忠,4180001098211
E40792,415A,ＧＭＯ　ＴＥＣＨホールディングス株式会社,1011001172925
E40865,407A,株式会社ＵＮＩＣＯＮホールディングス,5010001200089
E40916,410A,ＧＭＯコマース株式会社,5011001092582
E40917,428A,サイプレス・ホールディングス株式会社,2010001202872
E40979,441A,ＮＥ株式会社,2021001075886
E40985,429A,テクセンドフォトマスク株式会社,1010401164466
E40991,476A,辻・本郷ＩＴコンサルティング株式会社,2011001073585
E41037,483A,テラテクノロジー株式会社,8013301007853
E41055,469A,株式会社フィットクルー,6120901034938
E41086,460A,ＢＲＡＮＵ株式会社,6010401083620
E41104,446A,株式会社ノースサンド,6010601048200
E41149,471A,ＮＳグループ株式会社,3010001220782
E41152,477A,株式会社スタートライン,9010101009311
E41235,546A,ＭＩＲＡＩＮＩホールディングス株式会社,1010401197763
E41318,504A,イノバセル株式会社,1011001137886
E41323,545A,株式会社トランヴィア,6010001264166
E41331,550A,株式会社ソフトテックス,4180001004425
E41361,542A,株式会社ビタブリッドジャパン,3010401111607
E41409,523A,株式会社セイワホールディングス,4180001144361
E41452,549A,ヒトトヒトホールディングス株式会社,1010401147041
E41488,520A,ジェイファーマ株式会社,6011101043476
E41495,575A,前澤ホールディングス株式会社,7010001266021
E41542,590A,ギフティグループ株式会社,5010701049776
E41554,556A,犬猫生活株式会社,6013301042349
E41566,558A,株式会社ＳＱＵＥＥＺＥ,6010401113988
E41753,584A,ＬｉＮＫＸ株式会社,3010401154102
E41917,598A,チャットプラス株式会社,7010001177714
E41918,604A,株式会社ビーエイブル,5380001016457
